Gene	MutSig(Q-value)	# Mut	#Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
DNAH2		10	7	499	1.4%	No
DNAH7		11	10	499	2.0%	No
DNAH8		8	7	499	1.4%	No
DNAH5		7	5	499	1.0%	No
DNAH6		2	2	499	0.4%	No
RNF8		3	3	499	0.6%	No
ASB13		1	1	499	0.2%	No
ASB14		1	1	499	0.2%	No
PKD1L1		8	5	499	1.0%	No
DNAH9		13	10	499	2.0%	No
RNF6		2	2	499	0.4%	No
ASAP1		4	4	499	0.8%	No
PKD1L2		1	1	499	0.2%	No
ASAP2		3	3	499	0.6%	No
ASB12		1	1	499	0.2%	No
ASB17		1	1	499	0.2%	No
ASB18		1	1	499	0.2%	No
ASB15		2	2	499	0.4%	No
ASB16		1	1	499	0.2%	No
GNG2		1	1	499	0.2%	No
TRA2A		2	2	499	0.4%	No
DNAI1		1	1	499	0.2%	No
EYA2		3	3	499	0.6%	No
EYA3		1	1	499	0.2%	No
EYA4		2	2	499	0.4%	No
OR51E2		2	2	499	0.4%	No
TMED7-TICAM2		3	1	499	0.2%	No
MUC5B		17	14	499	2.8%	No
GALNS		4	4	499	0.8%	No
RSPH3		1	1	499	0.2%	No
ADGRD1		2	2	499	0.4%	No
ACTC1		2	2	499	0.4%	No
MYO15A		12	12	499	2.4%	No
CARM1		2	1	499	0.2%	Yes
SIMC1		1	1	499	0.2%	No
NAXD		1	1	499	0.2%	No
NRDE2		3	3	499	0.6%	No
OTUD3		2	2	499	0.4%	No
NCKAP1		1	1	499	0.2%	No
GPATCH2		1	1	499	0.2%	No
XYLT2		1	1	499	0.2%	No
GPATCH1		3	3	499	0.6%	No
XYLT1		6	6	499	1.2%	No
HNRNPR		1	1	499	0.2%	No
GPATCH4		4	4	499	0.8%	No
ADARB2		3	2	499	0.4%	No
GPATCH8		2	2	499	0.4%	No
FGFRL1		3	3	499	0.6%	No
NAA80		1	1	499	0.2%	No
CEP97		1	1	499	0.2%	No
NCKAP5		5	5	499	1.0%	No
CMKLR1		2	2	499	0.4%	No
DDX17		1	1	499	0.2%	No
DDX18		1	1	499	0.2%	No
DDX11		3	3	499	0.6%	No
FNDC3B		3	2	499	0.4%	No
ATG10		1	1	499	0.2%	No
DDX10		3	3	499	0.6%	Yes
FNDC3A		2	2	499	0.4%	No
ATG14		1	1	499	0.2%	No
ATG13		2	2	499	0.4%	No
GABRG2		1	1	499	0.2%	No
ATG12		1	1	499	0.2%	No
GABRG1		5	5	499	1.0%	No
ASTN2		7	6	499	1.2%	No
ASTN1		9	8	499	1.6%	No
OTULINL		1	1	499	0.2%	No
ZNF398		4	4	499	0.8%	No
RHNO1		1	1	499	0.2%	No
LRPAP1		1	1	499	0.2%	No
ZNF395		3	3	499	0.6%	No
ZNF394		1	1	499	0.2%	No
PHYHIPL		2	2	499	0.4%	No
RNPC3		1	1	499	0.2%	No
FLRT2		7	7	499	1.4%	No
NTHL1		1	1	499	0.2%	Yes
FLRT3		1	1	499	0.2%	No
ALX3		2	2	499	0.4%	No
CEP72		1	1	499	0.2%	No
ALX4		2	2	499	0.4%	No
MCMBP		3	3	499	0.6%	No
NCKAP1L		6	6	499	1.2%	No
ALX1		3	3	499	0.6%	No
PLEK2		1	1	499	0.2%	No
CEP76		3	3	499	0.6%	No
NAA50		1	1	499	0.2%	No
PHC2		2	2	499	0.4%	No
PRELID1		1	1	499	0.2%	No
STARD13		2	2	499	0.4%	No
ZNF384		1	1	499	0.2%	Yes
PHC1		3	3	499	0.6%	No
ICMT		1	1	499	0.2%	No
ZNF382		2	2	499	0.4%	No
STARD10		1	1	499	0.2%	No
NFATC3		1	1	499	0.2%	No
NFATC2		2	2	499	0.4%	Yes
NFATC1		2	2	499	0.4%	No
NR1D2		2	2	499	0.4%	No
NR1D1		3	3	499	0.6%	No
PHC3		2	2	499	0.4%	No
NFATC4		1	1	499	0.2%	No
HNRNPL		1	1	499	0.2%	No
EHD1		2	2	499	0.4%	No
SQLE		1	1	499	0.2%	No
EHD4		1	1	499	0.2%	No
TCN2		1	1	499	0.2%	No
ZNF37A		3	3	499	0.6%	No
TCN1		3	3	499	0.6%	No
PAH		1	1	499	0.2%	No
HNRNPD		1	1	499	0.2%	No
ATG2A		4	3	499	0.6%	No
HNRNPC		1	1	499	0.2%	No
CEP85		2	1	499	0.2%	No
FARSB		2	2	499	0.4%	No
ATG2B		2	2	499	0.4%	No
GABRB3		1	1	499	0.2%	No
CEP57		2	2	499	0.4%	No
PHF3		4	4	499	0.8%	No
MESP2		5	5	499	1.0%	No
GABRB2		3	3	499	0.6%	No
PHF2		5	5	499	1.0%	No
PYGB		4	1	499	0.2%	No
GABRB1		6	6	499	1.2%	No
PHF1		2	2	499	0.4%	Yes
SERPINA10		1	1	499	0.2%	No
PYGM		1	1	499	0.2%	No
PYGL		4	4	499	0.8%	No
C1QTNF9		1	1	499	0.2%	No
CSAD		1	1	499	0.2%	No
PHF7		1	1	499	0.2%	No
ABCC10		3	3	499	0.6%	No
ABCC11		7	5	499	1.0%	No
VSIG10		1	1	499	0.2%	No
ABCC12		5	4	499	0.8%	No
FARS2		2	2	499	0.4%	No
PHF8		2	2	499	0.4%	No
AIFM3		3	3	499	0.6%	No
CATIP		1	1	499	0.2%	No
C1QTNF8		1	1	499	0.2%	No
GNLY		1	1	499	0.2%	No
AIFM2		1	1	499	0.2%	No
C1QTNF7		1	1	499	0.2%	No
TCTN2		2	2	499	0.4%	No
C1QTNF6		1	1	499	0.2%	No
ZNF280B		1	1	499	0.2%	No
ZNF280C		1	1	499	0.2%	No
RBPMS2		3	3	499	0.6%	No
COL10A1		2	2	499	0.4%	No
KRTAP1-5		8	8	499	1.6%	No
JARID2		1	1	499	0.2%	Yes
KRTAP1-3		1	1	499	0.2%	No
ZNF367		1	1	499	0.2%	No
ZNF366		4	4	499	0.8%	No
ZNF365		1	1	499	0.2%	No
ZNF362		1	1	499	0.2%	No
GRAMD2A		3	2	499	0.4%	No
ELMOD1		1	1	499	0.2%	No
GNL2		1	1	499	0.2%	No
GNL1		2	2	499	0.4%	No
GNL3		2	1	499	0.2%	No
HADHB		1	1	499	0.2%	No
APBB1IP		3	3	499	0.6%	No
KAT2B		1	1	499	0.2%	No
KAT2A		2	1	499	0.2%	No
ZEB2		2	2	499	0.4%	No
NSA2		2	2	499	0.4%	No
TUBB2B		1	1	499	0.2%	No
COL2A1		1	1	499	0.2%	Yes
ZEB1		6	5	499	1.0%	No
HEATR5A		3	2	499	0.4%	No
HEATR5B		3	3	499	0.6%	No
TCP1		1	1	499	0.2%	No
CEP63		1	1	499	0.2%	No
NBAS		8	6	499	1.2%	No
ASCL3		1	1	499	0.2%	No
GRAMD1A		1	1	499	0.2%	No
CLDND2		1	1	499	0.2%	No
ASCL4		2	1	499	0.2%	No
RNMT		4	3	499	0.6%	No
NR1I3		2	2	499	0.4%	No
NR1I2		2	2	499	0.4%	No
NSD3		4	4	499	0.8%	Yes
DHRSX		5	2	499	0.4%	No
EPCAM		1	1	499	0.2%	Yes
ALOX5		1	1	499	0.2%	No
ABI3BP		2	2	499	0.4%	No
NSD1		4	3	499	0.6%	Yes
NSD2		7	3	499	0.6%	Yes
ZNF347		3	3	499	0.6%	No
ZNF345		1	1	499	0.2%	No
FARP2		3	3	499	0.6%	No
ZNF341		1	1	499	0.2%	No
GABRA6		2	2	499	0.4%	Yes
GABRA5		2	2	499	0.4%	No
RNLS		1	1	499	0.2%	No
GABRA4		2	2	499	0.4%	No
GLYCTK		2	2	499	0.4%	No
GABRA3		1	1	499	0.2%	No
SQOR		1	1	499	0.2%	No
NR1H3		1	1	499	0.2%	No
DEF8		2	2	499	0.4%	No
DHRS1		1	1	499	0.2%	No
TUBB4A		5	5	499	1.0%	No
DEF6		1	1	499	0.2%	No
ZNF33B		4	4	499	0.8%	No
DHRS4		1	1	499	0.2%	No
ZNF33A		2	2	499	0.4%	No
DHRS7		1	1	499	0.2%	No
ZNF337		1	1	499	0.2%	No
CEP41		3	3	499	0.6%	No
ZNF335		1	1	499	0.2%	No
CEP43		1	1	499	0.2%	Yes
CEP44		1	1	499	0.2%	No
ZNF333		1	1	499	0.2%	No
PF4		1	1	499	0.2%	No
ZNF331		1	1	499	0.2%	Yes
VKORC1L1		1	1	499	0.2%	No
CEP15		1	1	499	0.2%	No
CSF1		1	1	499	0.2%	Yes
TMEM131L		3	3	499	0.6%	No
TM7SF3		2	2	499	0.4%	No
TM7SF2		1	1	499	0.2%	No
CYSLTR1		2	2	499	0.4%	No
CYSLTR2		1	1	499	0.2%	Yes
DEPTOR		1	1	499	0.2%	No
LAMP1		1	1	499	0.2%	No
FCGRT		1	1	499	0.2%	No
MPC1		1	1	499	0.2%	No
SLCO2B1		2	2	499	0.4%	No
LAMP3		1	1	499	0.2%	No
PAPOLG		1	1	499	0.2%	No
ZNF326		3	3	499	0.6%	No
PAPOLB		2	2	499	0.4%	No
ZNF324		5	3	499	0.6%	No
MB21D2		1	1	499	0.2%	No
ZNF322		1	1	499	0.2%	No
MAGI1		2	1	499	0.2%	No
MAGI3		3	3	499	0.6%	No
MAGI2		2	2	499	0.4%	No
FRMD4A		1	1	499	0.2%	No
VASH1		1	1	499	0.2%	No
SSMEM1		2	1	499	0.2%	No
THNSL1		1	1	499	0.2%	No
PGC		1	1	499	0.2%	No
THNSL2		2	2	499	0.4%	No
NRBP1		3	3	499	0.6%	No
EBNA1BP2		1	1	499	0.2%	No
KAT6B		5	5	499	1.0%	Yes
OR2L13		1	1	499	0.2%	No
KAT6A		6	4	499	0.8%	Yes
ZNF319		3	2	499	0.4%	No
SLCO2A1		2	2	499	0.4%	No
ZNF318		3	3	499	0.6%	No
ZNF317		3	3	499	0.6%	No
PGR		2	2	499	0.4%	Yes
PHIP		3	3	499	0.6%	No
TCTA		2	2	499	0.4%	No
STAMBP		1	1	499	0.2%	No
SREK1		2	1	499	0.2%	No
TSSK2		4	3	499	0.6%	No
FAM8A1		2	2	499	0.4%	No
ZNF311		1	1	499	0.2%	No
CCDC27		1	1	499	0.2%	No
MAGEL2		1	1	499	0.2%	No
CSH2		1	1	499	0.2%	No
IGLV1-47		1	1	499	0.2%	No
DVL1		1	1	499	0.2%	No
DVL2		4	3	499	0.6%	No
CLCA2		2	2	499	0.4%	No
CCDC30		3	1	499	0.2%	No
CLCA1		1	1	499	0.2%	No
DVL3		1	1	499	0.2%	No
CCDC32		1	1	499	0.2%	No
PI3		1	1	499	0.2%	No
MPDZ		3	3	499	0.6%	No
CLCA4		2	2	499	0.4%	No
TMEM132D		5	5	499	1.0%	No
CCDC17		1	1	499	0.2%	No
CCDC18		2	2	499	0.4%	No
TMEM132E		4	4	499	0.8%	No
AMBP		1	1	499	0.2%	No
CCDC13		3	3	499	0.6%	No
AMBN		1	1	499	0.2%	No
TRAPPC4		1	1	499	0.2%	No
TMEM132B		4	4	499	0.8%	No
TMEM132A		4	3	499	0.6%	No
CCDC15		6	6	499	1.2%	No
TRBV29-1		1	1	499	0.2%	No
PYM1		2	2	499	0.4%	No
PHKB		3	3	499	0.6%	No
TRAPPC8		5	5	499	1.0%	No
NSG1		2	2	499	0.4%	No
TRAPPC9		1	1	499	0.2%	No
REEP1		2	2	499	0.4%	No
IRAK1BP1		1	1	499	0.2%	No
GOLGA6C		1	1	499	0.2%	No
IGLV1-51		1	1	499	0.2%	No
FRG1BP		134	97	499	19.4%	No
NBEA		1	1	499	0.2%	No
REEP4		2	2	499	0.4%	No
GOLGA6D		1	1	499	0.2%	No
PIP		1	1	499	0.2%	No
REEP3		1	1	499	0.2%	No
REEP2		1	1	499	0.2%	No
CCDC22		1	1	499	0.2%	No
CNIH2		1	1	499	0.2%	No
DIDO1		7	7	499	1.4%	No
AMD1		1	1	499	0.2%	No
TCIRG1		1	1	499	0.2%	No
ADAMTS4		3	1	499	0.2%	No
RO60		4	4	499	0.8%	No
ADAMTS5		2	2	499	0.4%	No
ADAMTS2		3	3	499	0.6%	No
ADAMTS3		2	2	499	0.4%	No
ADAMTS1		3	3	499	0.6%	No
IDH3B		1	1	499	0.2%	No
EMILIN3		3	3	499	0.6%	No
EMILIN2		4	4	499	0.8%	No
NPIPA1		1	1	499	0.2%	No
EMILIN1		1	1	499	0.2%	No
HMGCS2		1	1	499	0.2%	No
ADAMTS8		3	3	499	0.6%	No
ADAMTS9		5	5	499	1.0%	No
HGFAC		2	2	499	0.4%	No
ADAMTS6		2	2	499	0.4%	No
NPIPA5		6	6	499	1.2%	No
IDH3A		1	1	499	0.2%	No
ADAMTS7		5	5	499	1.0%	No
CCDC51		1	1	499	0.2%	No
TRPC7		2	2	499	0.4%	No
CCDC39		3	3	499	0.6%	No
TRPC5		1	1	499	0.2%	No
TRPC6		2	2	499	0.4%	No
HMGCS1		1	1	499	0.2%	No
TRPC3		4	2	499	0.4%	No
CCDC34		1	1	499	0.2%	No
TRPC4		3	3	499	0.6%	No
HAUS4		1	1	499	0.2%	No
FAAH2		2	2	499	0.4%	No
HAUS3		1	1	499	0.2%	No
HAUS6		1	1	499	0.2%	No
HAUS1		2	1	499	0.2%	No
PKM		1	1	499	0.2%	No
POLR1A		3	3	499	0.6%	No
CCDC74B		1	1	499	0.2%	No
POLR1B		3	3	499	0.6%	No
CCDC74A		3	3	499	0.6%	No
POLR1C		2	2	499	0.4%	No
NOS1AP		1	1	499	0.2%	No
CCDC42		2	2	499	0.4%	No
POLR1G		1	1	499	0.2%	No
NEMP1		1	1	499	0.2%	No
CCDC40		1	1	499	0.2%	No
NUFIP1		1	1	499	0.2%	No
NUFIP2		2	2	499	0.4%	No
TSSC2		1	1	499	0.2%	No
EI24		1	1	499	0.2%	No
NLRC5		4	4	499	0.8%	No
PLG		1	1	499	0.2%	No
DENND3		2	2	499	0.4%	No
NLRC3		3	1	499	0.2%	No
NLRC4		2	2	499	0.4%	No
BPHL		1	1	499	0.2%	No
THSD1		3	3	499	0.6%	No
NSL1		1	1	499	0.2%	No
THSD4		5	5	499	1.0%	No
LMF2		2	2	499	0.4%	No
CYP3A7		1	1	499	0.2%	No
PLN		1	1	499	0.2%	No
POLR2A		6	4	499	0.8%	No
ASTE1		2	2	499	0.4%	No
FIP1L1		7	7	499	1.4%	Yes
HAUS8		1	1	499	0.2%	No
POLR2B		4	4	499	0.8%	No
HAUS7		1	1	499	0.2%	No
POLR2C		1	1	499	0.2%	No
POLR2E		1	1	499	0.2%	No
UGT1A4		1	1	499	0.2%	No
ASCC2		5	5	499	1.0%	No
ASCC3		1	1	499	0.2%	No
UGT1A9		2	2	499	0.4%	No
CCDC70		1	1	499	0.2%	No
UGT1A8		3	3	499	0.6%	No
CCDC71		2	2	499	0.4%	No
UGT1A7		2	2	499	0.4%	No
FKTN		2	2	499	0.4%	No
JAZF1		2	2	499	0.4%	Yes
CCDC73		1	1	499	0.2%	No
MLXIP		2	2	499	0.4%	No
CEACAM18		1	1	499	0.2%	No
CEACAM16		3	2	499	0.4%	No
NPIPA8		1	1	499	0.2%	No
TRPA1		5	5	499	1.0%	No
CCDC57		3	3	499	0.6%	No
AMFR		1	1	499	0.2%	No
NCKAP5L		5	3	499	0.6%	No
PML		1	1	499	0.2%	Yes
POLR3A		4	4	499	0.8%	No
FRAS1		6	6	499	1.2%	No
POLR3B		5	4	499	0.8%	No
POLR3D		1	1	499	0.2%	No
PI15		1	1	499	0.2%	No
NPIPB4		1	1	499	0.2%	No
CCDC65		1	1	499	0.2%	No
PI16		1	1	499	0.2%	No
CCDC66		3	3	499	0.6%	No
NECTIN4		1	1	499	0.2%	No
NECTIN3		1	1	499	0.2%	No
CCDC60		3	3	499	0.6%	No
NECTIN2		2	2	499	0.4%	No
CCDC61		1	1	499	0.2%	No
NECTIN1		2	2	499	0.4%	No
NPIPB5		4	4	499	0.8%	No
TSBP1		1	1	499	0.2%	No
FAM89B		2	2	499	0.4%	No
FAM89A		1	1	499	0.2%	No
CBLC		1	1	499	0.2%	Yes
CBLB		1	1	499	0.2%	Yes
KLHDC7A		5	5	499	1.0%	No
CSN2		1	1	499	0.2%	No
KLHDC7B		1	1	499	0.2%	No
OR52N5		2	2	499	0.4%	No
OR52N4		1	1	499	0.2%	No
PNN		1	1	499	0.2%	No
OR5D18		5	5	499	1.0%	No
MAGOH		1	1	499	0.2%	No
MAGEA1		1	1	499	0.2%	No
OR5D16		3	3	499	0.6%	No
MAGEA6		3	3	499	0.6%	No
TBC1D10A		3	3	499	0.6%	No
OR5D14		2	2	499	0.4%	No
MAGEA4		2	2	499	0.4%	No
OR5D13		2	2	499	0.4%	No
METTL3		2	2	499	0.4%	No
OR52M1		1	1	499	0.2%	No
UHMK1		1	1	499	0.2%	No
AZGP1		1	1	499	0.2%	No
POR		1	1	499	0.2%	No
CYP2U1		2	2	499	0.4%	No
ZW10		1	1	499	0.2%	No
MAGEB2		1	1	499	0.2%	No
NSMF		1	1	499	0.2%	No
MAGEB6		2	2	499	0.4%	No
NBL1		1	1	499	0.2%	No
MAGEB4		1	1	499	0.2%	No
CASZ1		9	8	499	1.6%	No
MAGED1		2	2	499	0.4%	Yes
KRTAP10-10		1	1	499	0.2%	No
DCUN1D2		2	2	499	0.4%	No
C2CD4A		1	1	499	0.2%	No
C2CD4B		1	1	499	0.2%	No
PPL		4	4	499	0.8%	No
OR52L1		3	3	499	0.6%	No
KRT33B		1	1	499	0.2%	No
TRPM1		6	4	499	0.8%	No
KRT33A		1	1	499	0.2%	No
TRPM2		5	3	499	0.6%	No
ZNHIT2		1	1	499	0.2%	No
MAGEC3		2	2	499	0.4%	No
MAGEC1		5	5	499	1.0%	No
TRPM7		1	1	499	0.2%	No
MAGEC2		1	1	499	0.2%	No
TRPM8		1	1	499	0.2%	No
TRPM5		3	3	499	0.6%	No
RALGDS		2	2	499	0.4%	Yes
TRPM6		8	8	499	1.6%	No
TRPM3		4	4	499	0.8%	No
TRPM4		6	6	499	1.2%	No
ZRANB3		2	2	499	0.4%	No
ZRANB1		1	1	499	0.2%	No
MAGEE1		1	1	499	0.2%	No
ATPSCKMT		1	1	499	0.2%	No
KLHDC8B		1	1	499	0.2%	No
SNAP91		2	2	499	0.4%	No
DERA		1	1	499	0.2%	No
PM20D1		1	1	499	0.2%	No
RAET1E		1	1	499	0.2%	No
CYP2S1		2	2	499	0.4%	No
RAET1L		1	1	499	0.2%	No
C2CD2L		4	3	499	0.6%	No
ROBO2		10	7	499	1.4%	No
SLC44A5		2	2	499	0.4%	No
DET1		2	2	499	0.4%	No
ROBO3		8	8	499	1.6%	No
ROBO4		6	6	499	1.2%	No
SLC44A4		2	2	499	0.4%	No
SLC44A2		2	2	499	0.4%	No
HEPACAM2		2	2	499	0.4%	No
PRL		1	1	499	0.2%	No
SGF29		1	1	499	0.2%	No
ROBO1		7	7	499	1.4%	Yes
SLC22A12		1	1	499	0.2%	No
GABRR2		4	4	499	0.8%	No
SLC22A13		1	1	499	0.2%	No
GABRR1		2	2	499	0.4%	No
SLC22A14		2	1	499	0.2%	No
CLDN20		1	1	499	0.2%	No
SLC22A15		4	4	499	0.8%	No
XPO4		5	5	499	1.0%	No
SLC22A16		1	1	499	0.2%	No
SLC22A17		1	1	499	0.2%	No
XPO6		4	3	499	0.6%	No
XPO5		2	2	499	0.4%	No
PRX		2	2	499	0.4%	No
CLDN23		2	2	499	0.4%	No
HRAS		4	4	499	0.8%	Yes
SLC22A10		2	2	499	0.4%	No
SLC22A11		1	1	499	0.2%	No
PSD		3	3	499	0.6%	No
ZER1		2	2	499	0.4%	No
PPRC1		5	4	499	0.8%	No
TOPORS		3	3	499	0.6%	No
ITFG1		6	5	499	1.0%	No
UGDH		2	2	499	0.4%	No
CLDN10		1	1	499	0.2%	No
SLC22A24		1	1	499	0.2%	No
CLDN15		1	1	499	0.2%	No
OR52R1		1	1	499	0.2%	No
HNRNPH1		3	3	499	0.6%	No
CLDN12		1	1	499	0.2%	No
HNRNPH2		1	1	499	0.2%	No
HNRNPH3		2	2	499	0.4%	No
CLDN16		1	1	499	0.2%	No
RGS7BP		2	2	499	0.4%	No
OR4A15		3	3	499	0.6%	No
OR4A16		6	6	499	1.2%	No
C1QB		1	1	499	0.2%	No
PTGER4		1	1	499	0.2%	No
CSTB		1	1	499	0.2%	No
IFT70B		3	2	499	0.4%	No
IFT70A		2	2	499	0.4%	No
ADH1C		1	1	499	0.2%	No
ADH1B		1	1	499	0.2%	No
ADH1A		1	1	499	0.2%	No
PTGER2		2	2	499	0.4%	No
PTN		1	1	499	0.2%	No
CST7		1	1	499	0.2%	No
DCST1		1	1	499	0.2%	No
CST5		1	1	499	0.2%	No
DCST2		3	2	499	0.4%	No
NT5E		1	1	499	0.2%	No
LMNA		4	3	499	0.6%	Yes
METTL4		2	2	499	0.4%	No
NT5M		1	1	499	0.2%	No
GPBP1L1		2	2	499	0.4%	No
METTL6		1	1	499	0.2%	No
METTL9		2	2	499	0.4%	No
MPP1		1	1	499	0.2%	No
LMLN		1	1	499	0.2%	No
MPP2		2	2	499	0.4%	No
MPP3		2	2	499	0.4%	No
SLC31A1		1	1	499	0.2%	No
IFNB1		1	1	499	0.2%	No
LSAMP		1	1	499	0.2%	No
LHFPL5		1	1	499	0.2%	No
XPO7		5	4	499	0.8%	No
PKDREJ		3	3	499	0.6%	No
LHFPL3		1	1	499	0.2%	No
KBTBD3		2	2	499	0.4%	No
KBTBD4		4	4	499	0.8%	Yes
CYP2W1		2	2	499	0.4%	No
KBTBD6		2	2	499	0.4%	No
XPOT		1	1	499	0.2%	No
LHFPL7		1	1	499	0.2%	No
NBR1		1	1	499	0.2%	No
LHFPL6		1	1	499	0.2%	No
KBTBD2		1	1	499	0.2%	No
SAA2		1	1	499	0.2%	No
KBTBD7		6	4	499	0.8%	No
RIPOR3		1	1	499	0.2%	No
FCGBP		11	11	499	2.2%	No
RIPOR2		1	1	499	0.2%	No
RIPOR1		3	1	499	0.2%	No
KDM1A		2	2	499	0.4%	No
CWC25		1	1	499	0.2%	No
CWC27		1	1	499	0.2%	No
AMOT		4	4	499	0.8%	No
FAM162A		1	1	499	0.2%	No
C1RL		1	1	499	0.2%	No
NARS2		1	1	499	0.2%	No
SACS		13	11	499	2.2%	No
NRCAM		4	4	499	0.8%	No
HADH		3	3	499	0.6%	No
FAM81B		2	2	499	0.4%	No
FAM81A		1	1	499	0.2%	No
CHRNB2		1	1	499	0.2%	No
GUCY1A2		4	4	499	0.8%	No
CHRNB4		1	1	499	0.2%	No
GUCY1A1		1	1	499	0.2%	No
PHYH		3	3	499	0.6%	No
KDM2A		2	2	499	0.4%	No
WNT5B		1	1	499	0.2%	No
KDM2B		3	3	499	0.6%	Yes
OR52E4		1	1	499	0.2%	No
LMO3		1	1	499	0.2%	No
OR52E2		1	1	499	0.2%	No
WNT5A		2	2	499	0.4%	No
TUFM		1	1	499	0.2%	No
CT83		1	1	499	0.2%	No
FAM161A		1	1	499	0.2%	No
OR52E8		1	1	499	0.2%	No
CHMP4B		1	1	499	0.2%	No
CHMP4A		1	1	499	0.2%	No
OR52E6		1	1	499	0.2%	No
PNLIP		4	4	499	0.8%	No
XPR1		2	2	499	0.4%	No
CHRNA1		1	1	499	0.2%	No
RASL12		1	1	499	0.2%	No
CHRNA3		1	1	499	0.2%	No
PXK		2	1	499	0.2%	No
CHRNA2		1	1	499	0.2%	No
CHRNA4		3	3	499	0.6%	No
CABP4		2	2	499	0.4%	No
IDI2		2	1	499	0.2%	No
OR52D1		3	3	499	0.6%	No
PXN		1	1	499	0.2%	No
CHRNA6		6	4	499	0.8%	No
CABP5		1	1	499	0.2%	No
CHRNA9		2	2	499	0.4%	No
CABP1		1	1	499	0.2%	No
FAM83H		4	4	499	0.8%	No
FAM83G		4	3	499	0.6%	No
HRH1		1	1	499	0.2%	No
FAM83F		3	3	499	0.6%	No
NLRP8		4	3	499	0.6%	No
FAM83E		1	1	499	0.2%	No
NLRP9		2	2	499	0.4%	No
NLRP6		3	3	499	0.6%	No
HRH2		1	1	499	0.2%	No
NLRP7		2	2	499	0.4%	No
NLRP4		5	5	499	1.0%	No
HRH4		2	2	499	0.4%	No
NLRP5		2	2	499	0.4%	No
NLRP2		1	1	499	0.2%	No
NLRP3		7	5	499	1.0%	No
NLRP1		3	3	499	0.6%	No
CLSPN		1	1	499	0.2%	No
FAM83D		3	3	499	0.6%	No
FAM83C		6	5	499	1.0%	No
GAS2L2		7	7	499	1.4%	No
FAM83B		6	6	499	1.2%	No
BPTF		3	3	499	0.6%	No
KLHDC10		2	2	499	0.4%	No
FAM83A		2	2	499	0.4%	No
CYP2J2		1	1	499	0.2%	No
MPST		1	1	499	0.2%	No
CBX8		1	1	499	0.2%	No
KLHDC4		1	1	499	0.2%	No
CBX4		3	2	499	0.4%	No
WNT3A		1	1	499	0.2%	No
IDH1	5.630e-3	6	6	499	1.2%	Yes
CBX2		1	1	499	0.2%	No
KLHDC1		1	1	499	0.2%	No
TRPV2		2	2	499	0.4%	No
TRPV3		2	1	499	0.2%	No
SREK1IP1		1	1	499	0.2%	No
TRPV1		1	1	499	0.2%	No
LRP1B		26	24	499	4.8%	Yes
PYY		1	1	499	0.2%	No
AMACR		1	1	499	0.2%	No
TRPV6		2	2	499	0.4%	No
CAPRIN1		1	1	499	0.2%	No
TRPV4		3	3	499	0.6%	No
FAM163A		1	1	499	0.2%	No
TRPV5		2	1	499	0.2%	No
CAPRIN2		3	3	499	0.6%	No
NMUR2		2	2	499	0.4%	No
NMUR1		1	1	499	0.2%	No
BMPR1B		2	2	499	0.4%	No
LRP10		3	3	499	0.6%	No
LRP12		6	4	499	0.8%	No
BMPR1A		2	2	499	0.4%	Yes
KLHDC9		2	2	499	0.4%	No
KDM5A		6	5	499	1.0%	Yes
MUS81		1	1	499	0.2%	No
KDM5B		2	2	499	0.4%	No
OR52J3		2	2	499	0.4%	No
WNT2B		1	1	499	0.2%	No
KDM5D		2	2	499	0.4%	Yes
PZP		1	1	499	0.2%	No
CBY2		1	1	499	0.2%	No
YBX1		1	1	499	0.2%	No
NR2E1		1	1	499	0.2%	No
YBX3		1	1	499	0.2%	No
HS2ST1		1	1	499	0.2%	No
CASP9		1	1	499	0.2%	No
SPRED2		2	2	499	0.4%	No
CASP8		1	1	499	0.2%	Yes
CASP5		1	1	499	0.2%	No
SNAPC1		1	1	499	0.2%	No
LRP5L		1	1	499	0.2%	No
SNAPC2		1	1	499	0.2%	No
OBP2B		1	1	499	0.2%	No
TRPS1		6	4	499	0.8%	No
SNAPC4		2	2	499	0.4%	No
CASP1		2	2	499	0.4%	No
VWC2L		1	1	499	0.2%	No
CIMIP4		1	1	499	0.2%	No
CIMIP1		1	1	499	0.2%	No
KDM6A	6.740e-3	14	14	499	2.8%	Yes
KDM6B		4	4	499	0.8%	No
PROSER2		1	1	499	0.2%	No
PROSER1		1	1	499	0.2%	No
KRTAP11-1		1	1	499	0.2%	No
OR52I2		1	1	499	0.2%	No
SPATS2		1	1	499	0.2%	No
SAFB		2	2	499	0.4%	No
POMGNT2		2	1	499	0.2%	No
POMGNT1		1	1	499	0.2%	No
PEAK3		1	1	499	0.2%	No
IGDCC4		3	3	499	0.6%	No
PEAK1		6	6	499	1.2%	No
IGDCC3		5	5	499	1.0%	No
RBMS1		1	1	499	0.2%	No
HAGH		1	1	499	0.2%	No
PFDN5		1	1	499	0.2%	No
RBMS2		2	2	499	0.4%	No
KDM7A		3	3	499	0.6%	No
RBMS3		1	1	499	0.2%	No
PAPPA2		6	6	499	1.2%	No
TRARG1		1	1	499	0.2%	No
VAC14		3	2	499	0.4%	No
KDM3A		3	2	499	0.4%	No
OR52H1		1	1	499	0.2%	No
KDM3B		4	4	499	0.8%	No
ATF6B		1	1	499	0.2%	No
MSLNL		4	4	499	0.8%	No
THBS2		1	1	499	0.2%	No
